ID	Description	Type
372004	EXIO Channel 3: Pre-Beam On Check of CDOS signal failed	Fault
372005	EXIO Channel 3: Pre-Beam On Check of Gating signal failed	Fault
372006	EXIO Channel 3: The gating system shows unexpected behavior.	Fault
372007	EXIO Channel 3: The gating system shows unexpected behavior.	Fault
372008	EXIO Channel 3: The gating system detected beam pulses during beam hold.	Fault
372009	EXIO Channel 3: The gating system could not communicate with the BGM.	Fault
372010	EXIO Channel 3: The gating system could not communicate with the BGM.	Fault
372011	EXIO Channel 3: The gating system could not communicate with the BGM system.	Fault
372012	EXIO Channel 3: The gating system could not communicate with the BGM.	Fault
372013	EXIO Channel 3: The gating system could not communicate with the BGM.	Fault
373000	EXIO Channel 4: Gating device has an error.	Fault
373001	EXIO Channel 4: CDOS signal does not match serial data.	Fault
373002	EXIO Channel 4: Gating signal does not match serial data.	Fault
373003	EXIO Channel 4: Gating device is not in proper test mode state.	Fault
373004	EXIO Channel 4: Pre-Beam On Check of CDOS signal failed	Fault
373005	EXIO Channel 4: Pre-Beam On Check of Gating signal failed	Fault
373006	EXIO Channel 4: The gating system shows unexpected behavior.	Fault
373007	EXIO Channel 4: The gating system shows unexpected behavior.	Fault
373008	EXIO Channel 4: The gating system detected beam pulses during beam hold.	Fault
373009	EXIO Channel 4: The gating system could not communicate with the BGM.	Fault
373010	EXIO Channel 4: The gating system could not communicate with the BGM.	Fault
373011	EXIO Channel 4: The gating system could not communicate with the BGM system.	Fault
373012	EXIO Channel 4: The gating system could not communicate with the BGM.	Fault
373013	EXIO Channel 4: The gating system could not communicate with the BGM.	Fault
376000	EXIO ADC Reference loop voltage out of range, Actual = {0}, Tol = {1}.	Fault
376001	EXIO temperature is outside tolerance	Fault
376002	Voltage to the EXIO board is outside tolerance of 24V.	Fault
376003	EXIO PCB 3.3 V out of range, Actual = {0}, Tol = {1}.	Fault
376004	EXIO PCB 1.5 V out of range, Actual = {0}, Tol = {1}.	Fault
376005	EXIO PCB Positive 5 V out of range, Actual = {0}, Tol = {1}.	Fault
376006	EXIO PCB Negative 5 V out of range, Actual = {0}, Tol = {1}.	Fault
376007	EXIO PCB Ground 2 out of range, Actual = {0}, Tol = {1}.	Fault
376008	EXIO PCB Ground 1 out of range, Actual = {0}, Tol = {1}.	Fault
377000	EXIO Channel 1: Reference voltage is outside tolerance of 12V.	Fault
377001	EXIO Channel 2: Reference voltage is outside tolerance of 12V.	Fault
377002	EXIO Channel 3: Reference voltage is outside tolerance of 12V.	Fault
377003	EXIO Channel 4: Reference voltage is outside tolerance of 12V.	Fault
377004	EXIO Channel 5: Reference voltage is outside tolerance of 12V.	Fault
377005	EXIO Channel 6: Reference voltage is outside tolerance of 12V.	Fault
377006	EXIO Channel 1: RS-422 transceiver is not functioning.	Fault
377007	EXIO Channel 2: RS-422 transceiver is not functioning.	Fault
377008	EXIO Channel 3: RS-422 transceiver is not functioning.	Fault
377009	EXIO Channel 4: RS-422 transceiver is not functioning.	Fault
377010	EXIO Channel 5: RS-422 transceiver is not functioning.	Fault
377011	EXIO Channel 6: RS-422 transceiver is not functioning.	Fault
377012	EXIO Channel 1: The communication with the external device at channel has detected an error.	Fault
377013	EXIO Channel 2: The communication with the external device at channel has detected an error.	Fault
377014	EXIO Channel 3: The communication with the external device at channel has detected an error.	Fault
377015	EXIO Channel 4: The communication with the external device at channel has detected an error.	Fault
377016	EXIO Channel 5: The communication with the external device at channel has detected an error.	Fault
377017	EXIO Channel 6: The communication with the external device at channel has detected an error.	Fault
377018	Voltage to the EXIO board is below the requirement (which is 24V).	Fault
377019	HSSB communication error.	Fault
380000	Left Stand Side Panel Assembly part number is incompatible	Fault
380001	Left Stand Side Panel Firmware version is incompatible	Fault
380002	Left Stand Side Panel Firmware version is incompatible with the current Assembly hardware	Fault
380004	The associated capacitor sensor has not activated when the button is pressed	Fault
381000	Right Stand Side Panel Assembly part number is incompatible	Fault
381001	Right Stand Side Panel Firmware version is incompatible	Fault
381002	Right Stand Side Panel Firmware version is incompatible with the current Assembly hardware	Fault
381004	The associated capacitor sensor has not activated when the button is pressed	Fault
382000	Only one SSP installed: uninstalled SSP {0}	Fault
382001	Both left and right SSP are not installed	Fault
390100	BGM HWSN Dip switch is in a wrong position. expected DP position: {0}. actual: {1}	Fault
390101	BGM HWSN end point failed to receive data from the HWSN Hub.	Fault
390102	BGM HWSN end point has received a bad data package from the HWSN Hub.	Fault
390103	BGM HWSN Hub failed to receive data from the BGM end point.	Fault
390104	BGM HWSN Hub has received a bad data package from the BGM end point.	Fault
390105	BGM HWSN cable is route to a wrong endpoint. expected: {0}. detected: {1}	Fault
390106	BGM HWSN end point has a wrong link type version. expected: {0}. detected: {1}.	Fault
390200	STN HWSN Dip switch is in a wrong position. expected DP position: {0}. actual: {1}	Fault
390201	STN HWSN end point failed to receive data from the HWSN Hub.	Fault
390202	STN HWSN end point has received a bad data package from the HWSN Hub.	Fault
390203	HWSN Hub failed to receive data from the STN end point	Fault
390204	HWSN Hub has received a bad data package from the STN end point	Fault
390205	STN HWSN cable is route to a wrong endpoint. expected: {0}. detected: {1}.	Fault
390206	STN HWSN end point has a wrong link type version. expected: {0}. detected: {1}	Fault
390300	COL HWSN Dip switch is in a wrong position. expected DP position: {0}. actual: {1:F0}.	Fault
390301	COL HWSN end point failed to receive data from the HWSN Hub.	Fault
390302	COL HWSN end point has received a bad data package from the HWSN Hub.	Fault
390303	HWSN Hub failed to receive data from the COL end point.	Fault
390304	HWSN Hub has received a bad data package from the COL end point.	Fault
390305	COL HWSN cable is route to a wrong endpoint. expected: {0}. detected: {1}.	Fault
390306	COL HWSN end point has a wrong link type version. expected: {0}. detected: {1}.	Fault
390400	XI HWSN Dip switch is in a wrong position. expected DP position: {0}. actual: {1}	Fault
390401	XI HWSN end point failed to receive data from the HWSN Hub.	Fault
390402	XI HWSN end point has received a bad data package from the HWSN Hub.	Fault
390403	XI HWSN Hub failed to receive data from the XI end point	Fault
390404	XI HWSN Hub has received a bad data package from the XI end point	Fault
390405	XI HWSN cable is route to a wrong endpoint. expected: {0}. detected: {1}.	Fault
390406	XI HWSN end point has a wrong link type version. expected: {0}. detected: {1}	Fault
390600	CCHU HWSN Dip switch is in a wrong position. expected DP position: {0}. actual: {1}	Fault
390601	CCHU HWSN end point failed to receive data from the HWSN Hub.	Fault
390602	CCHU HWSN end point has received a bad data package from the HWSN Hub.	Fault
390603	HWSN Hub failed to receive data from the CCHU end point.	Fault
390604	HWSN Hub has received a bad data package from the CCHU end point	Fault
390605	CCHU HWSN cable is route to a wrong endpoint. expected: {0}. detected: {1}.	Fault
390606	CCHU HWSN end point has a wrong link type version. expected: {0}. detected: {1}	Fault
390700	RJB HWSN Dip switch is in a wrong position. expected DP position: {0}. actual: {1}	Fault
390701	RJB HWSN end point failed to receive data from the HWSN Hub.	Fault
390702	RJB HWSN end point has received a bad data package from the HWSN Hub.	Fault
390703	HWSN Hub failed to receive data from the RJB end point	Fault
390704	HWSN Hub has received a bad data package from the RJB end point	Fault
390705	RJB HWSN cable is route to a wrong endpoint. expected: {0}. detected: {1}	Fault
390706	RJB HWSN end point has a wrong link type version. expected: {0}. detected: {1}	Fault
391000	Fan 1 failure. Fan speed {0} rpm, minimum threshold {1}	Fault
391001	Fan 2 failure. Fan speed {0} rpm, minimum threshold {1}	Fault
391002	Fan 3 failure. Fan speed {0} rpm, minimum threshold {1}	Fault
391003	Fan 4 failure. Fan speed {0} rpm, minimum threshold {1}	Fault
391004	Remote temperature sensor has unexpected reading {0} deg C. STN FW using STN controller temperature sensor instead	Fault
391100	DKB HWSN Dip switch is in a wrong position. expected DP position: {0}. actual: {1}	Fault
391101	DKB HWSN end point failed to receive data from the HWSN Hub.	Fault
391102	DKB HWSN end point has received a bad data package from the HWSN Hub.	Fault
391103	HWSN Hub failed to receive data from the DKB end point	Fault
391104	HWSN Hub has received a bad data package from the DKB end point	Fault
391105	DKB HWSN cable is routed to a wrong endpoint. expected: {0}. detected: {1}	Fault
391106	DKB HWSN end point has a wrong link type version. expected: {0}. detected: {1}	Fault
392000	Front Left Bore Collision sensor read error. Error code {0}.	Fault
392010	Front Right Bore Collision sensor read error. Error code {0}.	Fault
392020	Rear Right Bore Collision sensor read error. Error code {0}.	Fault
392030	Rear Left Bore Collision sensor read error. Error code {0}.	Fault
400000	COL: The system asserted interlock {0} that stopped the treatment; see corresponding interlock for details. The interlock may be persistent or transient. If transient, it may disappear from the screen.	Fault
400001	COL: Software task ID = {0} was unable to post event ID = {1} to message queue.	Fault
400002	COL: the real-time operating system was not able to create a task.	Fault
400003	COL: the real-time operating system was not able to create a message queue.	Fault
400005	COL: The COL BIOS setting may need reprogram; timer deviation count = {0}.	Fault
400006	COL: Memory size of at least {0} MB is required, but only {1} MB was detected.	Fault
400007	COL: flash card size of at least {0} MB is required, but only {1} MB was detected.	Fault
400008	COL: Software tried to register a duplicated fault ID {0}.	Fault
400009	BSP (Board Support Package) version read from the real-time operating system kernel does not match that specified in the COL default configuration file.	Fault
400010	The BIOS (Basic Input/Output System) version read from the real-time operating system kernel (which reads the BIOS version from the BIOS itself) does not match the ones specified in the COL default configuration file.	Fault
400011	COL: The maximum TCP server connection was exceeded.	Fault
400012	COL: Timeout occurred in closing socket. 	Fault
400013	COL: Software detected a null pointer.	Fault
400014	COL: Software detected an unexpected parameter {0}.	Fault
400015	COL: Software detected an unexpected return value {0}.	Fault
400016	COL: Software detected an array index {0} is out of bounds. 	Fault
400017	COL: Software detected an unexpected enumeration {0}.	Fault
400018	COL: Software detected a general programming problem. 	Fault
400019	COL: Software task ID {0} stack overflow; remaining byte {1}.	Fault
400020	COL: Software task ID {0} suspended; eflags = {1}.	Fault
400021	COL: At least one of the files on the flash card CRC does not match the expected CRC {0} in the configuration data tree; calculated = {1}. 	Fault
400022	COL: Code running in memory CRC check mismatch: expected CRC = {0}, actual CRC = {1}. 	Fault
400023	COL: Software is not able to allocate {0} bytes of memory.	Fault
400024	COL: In-memory config data check CRC mismatch: expected CRC = {0}, calculated CRC = {1}.	Fault
400025	COL: Software was not able to read config.xml file.	Fault
400026	COL: Software was not able to read default.xml file.	Fault
400027	COL: Software was not able to create network socket: errno={0}, socket={1}. 	Fault
400028	CPU temperature sensor {0} reading {1} C is out of range.	Fault
400029	CPU temperature sensor {0} failed.	Fault
401000	Stand sync pulse did not arrive at the COL in time. 	Fault
